PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
42108,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
42110,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42113,Couple Romance,sad,background-song-with-lyrics,special-effects,Hindi
42114,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
42116,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
42120,Pranks,happy,self-spoken-monologues,self-shot,Hindi
42121,Couple Romance,sad,lip-syncing,self-shot,Hindi
42126,Pranks,happy,background-song-with-lyrics,special-effects,Hindi
42127,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
42132,Couple Romance,neutral,background-song-with-lyrics,special-effects,Hindi
42137,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
42142,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
42145,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42146,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
42155,Heartbreak Romance,happy,background-song-with-lyrics,special-effects,Hindi
42160,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
42162,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42163,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
42166,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
42168,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
42171,Couple Romance,neutral,lip-syncing,self-shot,Hindi
42176,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42181,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
42187,Couple Romance,happy,self-spoken-monologues,self-shot,Hindi
42192,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
42194,Couple Romance,affection,lip-syncing,self-shot,Hindi
42197,Couple Romance,sad,lip-syncing,self-shot,Hindi
42200,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
42201,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
42211,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
42215,Couple Romance,happy,lip-syncing,special-effects,Hindi
42226,Couple Romance,happy,lip-syncing,self-shot,Hindi
42231,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
42234,Dance,affection,lip-syncing,self-shot,Hindi
42242,Dance,affection,lip-syncing,self-shot,Hindi
42244,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
42249,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
42284,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
42285,Heartbreak Romance,happy,lip-syncing,self-shot,Hindi
42289,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
42296,Couple Romance,happy,lip-syncing,self-shot,Hindi
42310,Couple Romance,sad,self-spoken-dialogues,videos-with-text,Hindi
42313,Dance,affection,background-song-with-lyrics,self-shot,Hindi
42315,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
42318,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
42322,Dance,affection,lip-syncing,special-effects,Hindi
42338,Pranks,happy,self-spoken-monologues,special-effects,Hindi
42346,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
42353,Couple Romance,confidence,lip-syncing,self-shot,Hindi
42356,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
42358,Couple Romance,happy,lip-syncing,self-shot,Hindi
42362,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
42363,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
42372,Couple Romance,affection,lip-syncing,self-shot,Hindi
42383,Dance,affection,background-song-with-lyrics,self-shot,Hindi
42387,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
42388,Couple Romance,affection,lip-syncing,self-shot,Hindi
42396,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
42403,Couple Romance,confidence,background-song-with-lyrics,self-shot,Hindi
42406,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
42413,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42415,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
42417,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
42422,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
42427,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
42436,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
42441,Dance,happy,lip-syncing,self-shot,Hindi
42443,Dance,happy,lip-syncing,special-effects,Hindi
42450,Pranks,happy,self-spoken-monologues,self-shot,Hindi
42451,Couple Romance,affection,lip-syncing,self-shot,Hindi
42452,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
42455,Couple Romance,happy,lip-syncing,special-effects,Hindi
42459,Couple Romance,happy,lip-syncing,self-shot,Hindi
42478,Couple Romance,affection,lip-syncing,self-shot,Hindi
42494,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
42503,Dance,affection,lip-syncing,self-shot,Hindi
42504,Dance,happy,lip-syncing,self-shot,Hindi
42506,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
42510,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42515,Couple Romance,affection,lip-syncing,self-shot,Hindi
42519,Couple Romance,affection,lip-syncing,self-shot,Hindi
42524,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
42527,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
42529,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
42534,Dance,happy,lip-syncing,self-shot,Hindi
42540,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
42541,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42544,Couple Romance,happy,lip-syncing,self-shot,Hindi
42547,Couple Romance,happy,lip-syncing,self-shot,Hindi
42548,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
42565,Couple Romance,happy,lip-syncing,special-effects,Hindi
42571,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
42573,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
42581,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
42584,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
42588,Couple Romance,affection,lip-syncing,self-shot,Hindi
42592,Dance,affection,background-song-with-lyrics,special-effects,Hindi
42609,Pranks,surprise,background-song-with-lyrics,self-shot,Hindi
42612,Couple Romance,affection,lip-syncing,self-shot,Hindi
42613,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
42614,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
42621,Dance,affection,lip-syncing,self-shot,Hindi
42627,Dance,happy,lip-syncing,self-shot,Hindi
42636,Couple Romance,affection,lip-syncing,self-shot,Hindi
42637,Couple Romance,affection,lip-syncing,self-shot,Hindi
42650,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
42652,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
42661,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
42673,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
42676,Couple Romance,affection,lip-syncing,self-shot,Hindi
42680,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
42704,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42712,Couple Romance,happy,lip-syncing,special-effects,Hindi
42720,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
42722,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
42728,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Hindi
42737,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42742,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
42743,Heartbreak Romance,happy,lip-syncing,special-effects,Hindi
42747,Heartbreak Romance,neutral,self-spoken-monologues,special-effects,Hindi
42752,Couple Romance,happy,lip-syncing,self-shot,Hindi
42753,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
42757,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42768,Dance,happy,lip-syncing,special-effects,Hindi
42771,Pranks,happy,self-spoken-monologues,special-effects,Hindi
42773,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
42780,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
42786,Couple Romance,sad,lip-syncing,self-shot,Hindi
42794,Heartbreak Romance,neutral,background-song-with-lyrics,special-effects,Hindi
42795,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
42802,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
42822,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
42834,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
42836,Couple Romance,affection,lip-syncing,self-shot,Hindi
42838,Couple Romance,affection,lip-syncing,special-effects,Hindi
42845,Couple Romance,affection,lip-syncing,self-shot,Hindi
42859,Couple Romance,happy,lip-syncing,self-shot,Hindi
42861,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
42868,Dance,affection,lip-syncing,special-effects,Hindi
42870,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
42873,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
42877,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
42885,Couple Romance,affection,lip-syncing,self-shot,Hindi
42890,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42891,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
42899,Dance,happy,lip-syncing,special-effects,Hindi
42903,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42906,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
42911,Couple Romance,happy,lip-syncing,self-shot,Hindi
42914,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
42926,Pranks,happy,lip-syncing,self-shot,Hindi
42927,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
42940,Couple Romance,affection,lip-syncing,self-shot,Hindi
42955,Couple Romance,affection,lip-syncing,self-shot,Hindi
42967,Couple Romance,affection,lip-syncing,self-shot,Hindi
42977,Dance,happy,lip-syncing,self-shot,Hindi
42983,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
42989,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
42991,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
42994,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
42998,Dance,affection,lip-syncing,self-shot,Hindi
43003,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
43008,Dance,happy,lip-syncing,self-shot,Hindi
43009,Couple Romance,affection,lip-syncing,self-shot,Hindi
43012,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43018,Pranks,happy,background-song-with-lyrics,special-effects,Hindi
43026,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
43028,Couple Romance,happy,lip-syncing,self-shot,Hindi
43029,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43036,Couple Romance,happy,lip-syncing,self-shot,Hindi
43046,Heartbreak Romance,neutral,self-spoken-monologues,self-shot,Hindi
43049,Pranks,happy,background-song-with-lyrics,special-effects,Hindi
43057,Dance,affection,lip-syncing,special-effects,Hindi
43063,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
43064,Couple Romance,affection,lip-syncing,videos-with-text,Hindi
43066,Couple Romance,affection,lip-syncing,self-shot,Hindi
43067,Couple Romance,happy,lip-syncing,self-shot,Hindi
43070,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43079,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43084,Dance,happy,lip-syncing,self-shot,Hindi
43086,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
43098,Couple Romance,affection,lip-syncing,special-effects,Hindi
43103,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
43106,Pranks,fear,self-spoken-monologues,videos-with-text,Hindi
43125,Dance,affection,lip-syncing,self-shot,Hindi
43134,Couple Romance,confidence,background-song-with-lyrics,self-shot,Hindi
43135,Dance,affection,background-song-with-lyrics,special-effects,Hindi
43142,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43146,Couple Romance,affection,lip-syncing,self-shot,Hindi
43147,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43152,Pranks,happy,self-spoken-monologues,self-shot,Hindi
43156,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43158,Dance,happy,lip-syncing,special-effects,Hindi
43159,Couple Romance,happy,lip-syncing,self-shot,Hindi
43161,Couple Romance,happy,lip-syncing,special-effects,Hindi
43165,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43168,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43172,Couple Romance,neutral,lip-syncing,self-shot,Hindi
43180,Dance,happy,lip-syncing,self-shot,Hindi
43181,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
43184,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43186,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43198,Couple Romance,affection,lip-syncing,self-shot,Hindi
43204,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43212,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43215,Couple Romance,happy,lip-syncing,special-effects,Hindi
43221,Dance,happy,instrumental,self-shot,Hindi
43225,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
43232,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
43240,Dance,affection,lip-syncing,self-shot,Hindi
43248,Heartbreak Romance,confidence,lip-syncing,videos-with-text,Hindi
43251,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43256,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
43258,Dance,happy,lip-syncing,self-shot,Hindi
43260,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
43261,Couple Romance,affection,lip-syncing,self-shot,Hindi
43262,Dance,affection,lip-syncing,special-effects,Hindi
43263,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43269,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
43291,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43298,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43299,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
43304,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
43309,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
43311,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
43337,Dance,affection,lip-syncing,self-shot,Hindi
43338,Couple Romance,happy,lip-syncing,self-shot,Hindi
43339,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43347,Couple Romance,affection,lip-syncing,special-effects,Hindi
43352,Dance,affection,lip-syncing,self-shot,Hindi
43358,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
43365,Memes,happy,self-sung-song,special-effects,Hindi
43377,Couple Romance,affection,lip-syncing,self-shot,Hindi
43386,Couple Romance,affection,self-spoken-dialogues,self-shot,Hindi
43390,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43408,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
43410,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43411,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43417,Couple Romance,affection,lip-syncing,special-effects,Hindi
43421,Dance,neutral,background-song-with-lyrics,videos-with-text,Hindi
43422,Couple Romance,affection,lip-syncing,self-shot,Hindi
43437,Pranks,happy,self-spoken-monologues,special-effects,Hindi
43445,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43454,Couple Romance,happy,lip-syncing,special-effects,Hindi
43457,Pranks,happy,background-song-with-lyrics,special-effects,Hindi
43461,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
43471,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43477,Couple Romance,happy,lip-syncing,self-shot,Hindi
43485,Dance,confidence,lip-syncing,self-shot,Hindi
43496,Pranks,happy,self-spoken-monologues,special-effects,Hindi
43504,Heartbreak Romance,sad,self-spoken-dialogues,self-shot,Hindi
43511,Dance,happy,lip-syncing,self-shot,Hindi
43514,Pranks,happy,self-spoken-monologues,special-effects,Hindi
43517,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
43519,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
43521,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
43526,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
43529,Couple Romance,affection,lip-syncing,self-shot,Hindi
43535,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43546,Pranks,happy,self-spoken-monologues,self-shot,Hindi
43562,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
43566,Couple Romance,happy,lip-syncing,self-shot,Hindi
43567,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
43571,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
43579,Couple Romance,happy,lip-syncing,self-shot,Hindi
43582,Memes,happy,background-song-with-lyrics,special-effects,Hindi
43592,Pranks,happy,self-spoken-monologues,special-effects,Hindi
43599,Dance,happy,lip-syncing,special-effects,Hindi
43602,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
43606,Couple Romance,affection,lip-syncing,special-effects,Hindi
43610,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
43618,Dance,happy,lip-syncing,special-effects,Hindi
43619,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43623,Pranks,happy,self-spoken-monologues,videos-with-text,Hindi
43634,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
43669,Couple Romance,affection,lip-syncing,self-shot,Hindi
43670,Couple Romance,happy,lip-syncing,self-shot,Hindi
43673,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43689,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
43690,Couple Romance,happy,self-spoken-monologues,self-shot,Hindi
43695,Couple Romance,affection,lip-syncing,self-shot,Hindi
43699,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
43709,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
43713,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
43730,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
43734,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
43738,Dance,affection,lip-syncing,special-effects,Hindi
43745,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43749,Pranks,happy,self-spoken-monologues,special-effects,Hindi
43750,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
43753,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
43756,Dance,happy,lip-syncing,self-shot,Hindi
43758,Dance,happy,lip-syncing,self-shot,Hindi
43767,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43771,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
43781,Couple Romance,affection,lip-syncing,special-effects,Hindi
43784,Pranks,happy,self-spoken-monologues,self-shot,Hindi
43786,Couple Romance,affection,lip-syncing,self-shot,Hindi
43787,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
43791,Couple Romance,affection,lip-syncing,special-effects,Hindi
43797,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
43799,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43805,Dance,happy,lip-syncing,self-shot,Hindi
43806,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43813,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43815,Couple Romance,affection,lip-syncing,self-shot,Hindi
43816,Dance,happy,lip-syncing,self-shot,Hindi
43820,Couple Romance,affection,lip-syncing,self-shot,Hindi
43821,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
43827,Dance,happy,lip-syncing,self-shot,Hindi
43833,Heartbreak Romance,happy,lip-syncing,self-shot,Hindi
43834,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43837,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43846,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
43853,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
43856,Couple Romance,happy,lip-syncing,special-effects,Hindi
43866,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
43868,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
43872,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43873,Dance,affection,lip-syncing,self-shot,Hindi
43877,Pranks,happy,background-song-with-lyrics,special-effects,Hindi
43879,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
43880,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43881,Dance,affection,lip-syncing,special-effects,Hindi
43892,Heartbreak Romance,sad,self-spoken-dialogues,self-shot,Hindi
43893,Couple Romance,affection,lip-syncing,self-shot,Hindi
43900,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
43910,Pranks,happy,self-spoken-monologues,special-effects,Hindi
43919,Dance,neutral,lip-syncing,self-shot,Hindi
43922,Couple Romance,happy,lip-syncing,special-effects,Hindi
43923,Dance,affection,lip-syncing,special-effects,Hindi
43927,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43928,Dance,neutral,lip-syncing,self-shot,Hindi
43939,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43940,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
43952,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
43958,Dance,affection,lip-syncing,special-effects,Hindi
43974,Couple Romance,affection,lip-syncing,self-shot,Hindi
43979,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
43984,Pranks,happy,self-spoken-monologues,self-shot,Hindi
43989,Pranks,embarrassment,background-song-with-lyrics,self-shot,Hindi
44001,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
44002,Dance,affection,background-song-with-lyrics,self-shot,Hindi
44004,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
44026,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
44029,Couple Romance,affection,lip-syncing,self-shot,Hindi
44043,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Hindi
44045,Memes,happy,background-song-with-lyrics,videos-with-text,Hindi
44062,Dance,affection,lip-syncing,self-shot,Hindi
44064,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
44070,Couple Romance,affection,lip-syncing,self-shot,Hindi
44072,Pranks,happy,self-spoken-monologues,videos-with-text,Hindi
44077,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
44081,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
44103,Couple Romance,affection,lip-syncing,special-effects,Hindi
44104,Pranks,fear,background-song-with-lyrics,self-shot,Hindi
44107,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
44117,Dance,happy,lip-syncing,self-shot,Hindi
44127,Dance,happy,lip-syncing,special-effects,Hindi
44128,Dance,affection,lip-syncing,self-shot,Hindi
44142,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
44144,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
44146,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
44153,Dance,affection,background-song-with-lyrics,self-shot,Hindi
44167,Dance,happy,lip-syncing,special-effects,Hindi
44169,Pranks,happy,self-spoken-monologues,self-shot,Hindi
44177,Pranks,happy,noise,videos-with-text,Hindi
44192,Dance,affection,lip-syncing,self-shot,Hindi
44195,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
44204,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
44207,Couple Romance,affection,lip-syncing,special-effects,Hindi
44210,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
44215,Dance,happy,lip-syncing,self-shot,Hindi
44219,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
44226,Couple Romance,affection,lip-syncing,videos-with-text,Hindi
44231,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
44233,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
44238,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
44262,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
44265,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
44275,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
44276,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
44280,Memes,happy,self-spoken-dialogues,special-effects,Hindi
44281,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
44287,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
44289,Couple Romance,affection,lip-syncing,self-shot,Hindi
44302,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
44305,Dance,affection,lip-syncing,self-shot,Hindi
44310,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
44313,Couple Romance,happy,lip-syncing,self-shot,Hindi
44316,Pranks,happy,self-spoken-monologues,special-effects,Hindi
44322,Dance,affection,lip-syncing,special-effects,Hindi
44357,Couple Romance,happy,lip-syncing,self-shot,Hindi
44358,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
44361,Dance,affection,lip-syncing,special-effects,Hindi
44363,Couple Romance,happy,lip-syncing,special-effects,Hindi
44387,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
44410,Couple Romance,happy,lip-syncing,self-shot,Hindi
44412,Couple Romance,affection,lip-syncing,self-shot,Hindi
44418,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
44421,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
44422,Dance,affection,lip-syncing,self-shot,Hindi
44423,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
44424,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
44432,Dance,affection,lip-syncing,self-shot,Hindi
44446,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
44454,Couple Romance,kindness,background-song-with-lyrics,special-effects,Hindi
44456,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
44460,Couple Romance,neutral,lip-syncing,self-shot,Hindi
44465,Dance,affection,lip-syncing,self-shot,Hindi
44472,Couple Romance,affection,lip-syncing,self-shot,Hindi
44484,Dance,affection,background-song-with-lyrics,self-shot,Hindi
44486,Dance,happy,background-song-with-lyrics,self-shot,Hindi
44488,Dance,affection,lip-syncing,self-shot,Hindi
44491,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
44499,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
44506,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
44513,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
44516,Couple Romance,affection,lip-syncing,self-shot,Hindi
44523,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
44525,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
44538,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
44550,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
44561,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
44564,Dance,happy,lip-syncing,special-effects,Hindi
44565,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
44571,Couple Romance,affection,lip-syncing,self-shot,Hindi
44573,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
44582,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
44589,Dance,affection,background-song-with-lyrics,self-shot,Hindi
44591,Couple Romance,affection,lip-syncing,self-shot,Hindi
44595,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
44599,Couple Romance,happy,lip-syncing,self-shot,Hindi
44603,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
44606,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
44621,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
44625,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
44626,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
